partijnummer,partij,volgnummer,naam,kieskring,stemmen
1,VVD,1,"Rutte, M. (Mark) (m)",1,37891
1,VVD,1,"Rutte, M. (Mark) (m)",2,54838
1,VVD,1,"Rutte, M. (Mark) (m)",3,45988
1,VVD,1,"Rutte, M. (Mark) (m)",4,105486
1,VVD,1,"Rutte, M. (Mark) (m)",5,37956
1,VVD,1,"Rutte, M. (Mark) (m)",6,57873
1,VVD,1,"Rutte, M. (Mark) (m)",7,166658
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",1,3291
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",2,3562
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",3,3617
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",4,7138
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",5,3463
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",6,4492
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",7,13298
1,VVD,3,"Zijlstra, H. (Halbe) (m)",1,802
1,VVD,3,"Zijlstra, H. (Halbe) (m)",2,2389
1,VVD,3,"Zijlstra, H. (Halbe) (m)",3,881
1,VVD,3,"Zijlstra, H. (Halbe) (m)",4,925
1,VVD,3,"Zijlstra, H. (Halbe) (m)",5,446
1,VVD,3,"Zijlstra, H. (Halbe) (m)",6,502
1,VVD,3,"Zijlstra, H. (Halbe) (m)",7,1714
1,VVD,4,"van Ark, T. (Tamara) (v)",1,362
1,VVD,4,"van Ark, T. (Tamara) (v)",2,258
1,VVD,4,"van Ark, T. (Tamara) (v)",3,294
1,VVD,4,"van Ark, T. (Tamara) (v)",4,537
1,VVD,4,"van Ark, T. (Tamara) (v)",5,327
1,VVD,4,"van Ark, T. (Tamara) (v)",6,380
1,VVD,4,"van Ark, T. (Tamara) (v)",7,1064
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",1,2950
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",2,2995
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",3,2729
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",4,5604
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",5,2261
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",6,4258
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",7,10436
1,VVD,6,"Dekker, S. (Sander) (m)",1,38
1,VVD,6,"Dekker, S. (Sander) (m)",2,66
1,VVD,6,"Dekker, S. (Sander) (m)",3,60
1,VVD,6,"Dekker, S. (Sander) (m)",4,98
1,VVD,6,"Dekker, S. (Sander) (m)",5,57
1,VVD,6,"Dekker, S. (Sander) (m)",6,78
1,VVD,6,"Dekker, S. (Sander) (m)",7,224
1,VVD,7,"Visser, B. (Barbara) (v)",1,174
1,VVD,7,"Visser, B. (Barbara) (v)",2,164
1,VVD,7,"Visser, B. (Barbara) (v)",3,133
1,VVD,7,"Visser, B. (Barbara) (v)",4,343
1,VVD,7,"Visser, B. (Barbara) (v)",5,184
1,VVD,7,"Visser, B. (Barbara) (v)",6,192
1,VVD,7,"Visser, B. (Barbara) (v)",7,594
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",1,40
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",2,41
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",3,21
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",4,134
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",5,21
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",6,35
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",7,150
1,VVD,9,"ten Broeke, J.H. (Han) (m)",1,36
1,VVD,9,"ten Broeke, J.H. (Han) (m)",2,35
1,VVD,9,"ten Broeke, J.H. (Han) (m)",3,53
1,VVD,9,"ten Broeke, J.H. (Han) (m)",4,10014
1,VVD,9,"ten Broeke, J.H. (Han) (m)",5,25
1,VVD,9,"ten Broeke, J.H. (Han) (m)",6,48
1,VVD,9,"ten Broeke, J.H. (Han) (m)",7,1126
1,VVD,10,"Azmani, M. (Malik) (m)",1,65
1,VVD,10,"Azmani, M. (Malik) (m)",2,76
1,VVD,10,"Azmani, M. (Malik) (m)",3,60
1,VVD,10,"Azmani, M. (Malik) (m)",4,1261
1,VVD,10,"Azmani, M. (Malik) (m)",5,60
1,VVD,10,"Azmani, M. (Malik) (m)",6,64
1,VVD,10,"Azmani, M. (Malik) (m)",7,187
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",1,57
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",2,157
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",3,29
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",4,96
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",5,53
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",6,46
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",7,134
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",1,260
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",2,297
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",3,301
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",4,418
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",5,1076
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",6,147
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",7,693
1,VVD,13,"van 't Wout, B. (Bas) (m)",1,8
1,VVD,13,"van 't Wout, B. (Bas) (m)",2,9
1,VVD,13,"van 't Wout, B. (Bas) (m)",3,16
1,VVD,13,"van 't Wout, B. (Bas) (m)",4,20
1,VVD,13,"van 't Wout, B. (Bas) (m)",5,5
1,VVD,13,"van 't Wout, B. (Bas) (m)",6,11
1,VVD,13,"van 't Wout, B. (Bas) (m)",7,49
1,VVD,14,"Becker, B. (Bente) (v)",1,83
1,VVD,14,"Becker, B. (Bente) (v)",2,59
1,VVD,14,"Becker, B. (Bente) (v)",3,44
1,VVD,14,"Becker, B. (Bente) (v)",4,165
1,VVD,14,"Becker, B. (Bente) (v)",5,288
1,VVD,14,"Becker, B. (Bente) (v)",6,99
1,VVD,14,"Becker, B. (Bente) (v)",7,274
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",1,50
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",2,60
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",3,22
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",4,52
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",5,20
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",6,29
1,VVD,15,"Duisenberg, P.J. (Pieter) (m)",7,80
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",1,78
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",2,109
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",3,37
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",4,123
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",5,103
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",6,96
1,VVD,16,"Hermans, S.T.M. (Sophie) (v)",7,217
1,VVD,17,"Mulder, A. (Anne) (m)",1,17
1,VVD,17,"Mulder, A. (Anne) (m)",2,53
1,VVD,17,"Mulder, A. (Anne) (m)",3,24
1,VVD,17,"Mulder, A. (Anne) (m)",4,57
1,VVD,17,"Mulder, A. (Anne) (m)",5,21
1,VVD,17,"Mulder, A. (Anne) (m)",6,32
1,VVD,17,"Mulder, A. (Anne) (m)",7,96
1,VVD,18,"de Vries, A. (Aukje) (v)",1,196
1,VVD,18,"de Vries, A. (Aukje) (v)",2,3651
1,VVD,18,"de Vries, A. (Aukje) (v)",3,151
1,VVD,18,"de Vries, A. (Aukje) (v)",4,143
1,VVD,18,"de Vries, A. (Aukje) (v)",5,71
1,VVD,18,"de Vries, A. (Aukje) (v)",6,55
1,VVD,18,"de Vries, A. (Aukje) (v)",7,172
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",1,103
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",2,95
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",3,88
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",4,174
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",5,146
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",6,130
1,VVD,19,"Yeşilgöz-Zegerius, D. (Dilan) (v)",7,342
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",1,2592
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",2,106
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",3,456
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",4,148
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",5,37
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",6,61
1,VVD,20,"Rutte, A.C.L. (Arno) (m)",7,168
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",1,37
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",2,31
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",3,19
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",4,74
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",5,43
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",6,68
1,VVD,21,"Tellegen, O.C. (Ockje) (v)",7,146
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",1,10
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",2,7
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",3,61
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",4,70
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",5,5
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",6,4
1,VVD,22,"Koerhuis, D.A.N. (Daniel) (m)",7,20
1,VVD,23,"Ziengs, E. (Erik) (m)",1,298
1,VVD,23,"Ziengs, E. (Erik) (m)",2,108
1,VVD,23,"Ziengs, E. (Erik) (m)",3,3826
1,VVD,23,"Ziengs, E. (Erik) (m)",4,143
1,VVD,23,"Ziengs, E. (Erik) (m)",5,45
1,VVD,23,"Ziengs, E. (Erik) (m)",6,28
1,VVD,23,"Ziengs, E. (Erik) (m)",7,94
1,VVD,24,"Bosman, A. (André) (m)",1,7
1,VVD,24,"Bosman, A. (André) (m)",2,25
1,VVD,24,"Bosman, A. (André) (m)",3,10
1,VVD,24,"Bosman, A. (André) (m)",4,27
1,VVD,24,"Bosman, A. (André) (m)",5,5
1,VVD,24,"Bosman, A. (André) (m)",6,13
1,VVD,24,"Bosman, A. (André) (m)",7,46
1,VVD,25,"van den Bosch, A. (Albert) (m)",1,2
1,VVD,25,"van den Bosch, A. (Albert) (m)",2,4
1,VVD,25,"van den Bosch, A. (Albert) (m)",3,4
1,VVD,25,"van den Bosch, A. (Albert) (m)",4,9
1,VVD,25,"van den Bosch, A. (Albert) (m)",5,3
1,VVD,25,"van den Bosch, A. (Albert) (m)",6,904
1,VVD,25,"van den Bosch, A. (Albert) (m)",7,53
1,VVD,26,"El Yassini, Z. (Zohair) (m)",1,11
1,VVD,26,"El Yassini, Z. (Zohair) (m)",2,7
1,VVD,26,"El Yassini, Z. (Zohair) (m)",3,8
1,VVD,26,"El Yassini, Z. (Zohair) (m)",4,12
1,VVD,26,"El Yassini, Z. (Zohair) (m)",5,30
1,VVD,26,"El Yassini, Z. (Zohair) (m)",6,16
1,VVD,26,"El Yassini, Z. (Zohair) (m)",7,38
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",1,6
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",2,7
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",3,9
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",4,21
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",5,10
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",6,454
1,VVD,27,"Dijkstra, R.J. (Remco) (m)",7,325
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",1,4
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",2,4
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",3,4
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",4,13
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",5,10
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",6,11
1,VVD,28,"Wörsdörfer, M. (Martin) (m)",7,20
1,VVD,29,"Weverling, A. (Arne) (m)",1,7
1,VVD,29,"Weverling, A. (Arne) (m)",2,17
1,VVD,29,"Weverling, A. (Arne) (m)",3,7
1,VVD,29,"Weverling, A. (Arne) (m)",4,16
1,VVD,29,"Weverling, A. (Arne) (m)",5,11
1,VVD,29,"Weverling, A. (Arne) (m)",6,8
1,VVD,29,"Weverling, A. (Arne) (m)",7,23
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",1,200
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",2,149
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",3,117
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",4,418
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",5,182
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",6,288
1,VVD,30,"Nijkerken-de Haan, C.N.A. (Chantal) (v)",7,620
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",1,3
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",2,6
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",3,8
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",4,12
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",5,5
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",6,13
1,VVD,31,"Potters, S.C.C.M. (Sjoerd) (m)",7,22
1,VVD,32,"van Oosten, F. (Foort) (m)",1,2
1,VVD,32,"van Oosten, F. (Foort) (m)",2,3
1,VVD,32,"van Oosten, F. (Foort) (m)",3,1
1,VVD,32,"van Oosten, F. (Foort) (m)",4,9
1,VVD,32,"van Oosten, F. (Foort) (m)",5,2
1,VVD,32,"van Oosten, F. (Foort) (m)",6,4
1,VVD,32,"van Oosten, F. (Foort) (m)",7,8
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",1,1
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",2,9
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",3,2
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",4,5
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",5,3
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",6,3
1,VVD,33,"Koopmans, S.M.G. (Sven) (m)",7,5
1,VVD,34,"Middendorp, J. (Jan) (m)",1,3
1,VVD,34,"Middendorp, J. (Jan) (m)",2,5
1,VVD,34,"Middendorp, J. (Jan) (m)",3,2
1,VVD,34,"Middendorp, J. (Jan) (m)",4,10
1,VVD,34,"Middendorp, J. (Jan) (m)",5,4
1,VVD,34,"Middendorp, J. (Jan) (m)",6,4
1,VVD,34,"Middendorp, J. (Jan) (m)",7,33
1,VVD,35,"van der Linde, R.E. (Roald) (m)",1,16
1,VVD,35,"van der Linde, R.E. (Roald) (m)",2,1
1,VVD,35,"van der Linde, R.E. (Roald) (m)",3,1
1,VVD,35,"van der Linde, R.E. (Roald) (m)",4,6
1,VVD,35,"van der Linde, R.E. (Roald) (m)",5,5
1,VVD,35,"van der Linde, R.E. (Roald) (m)",6,8
1,VVD,35,"van der Linde, R.E. (Roald) (m)",7,10
1,VVD,36,"van Keulen, J.M. (Joost) (m)",1,956
1,VVD,36,"van Keulen, J.M. (Joost) (m)",2,44
1,VVD,36,"van Keulen, J.M. (Joost) (m)",3,152
1,VVD,36,"van Keulen, J.M. (Joost) (m)",4,27
1,VVD,36,"van Keulen, J.M. (Joost) (m)",5,2
1,VVD,36,"van Keulen, J.M. (Joost) (m)",6,6
1,VVD,36,"van Keulen, J.M. (Joost) (m)",7,21
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",1,31
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",2,16
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",3,15
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",4,33
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",5,22
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",6,31
1,VVD,37,"Laan-Geselschap, A.J.M. (Antoinette) (v)",7,73
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",1,32
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",2,21
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",3,19
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",4,52
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",5,22
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",6,53
1,VVD,38,"Tielen, J.Z.C.M. (Judith) (v)",7,156
1,VVD,39,"Veldman, H.S. (Hayke) (m)",1,0
1,VVD,39,"Veldman, H.S. (Hayke) (m)",2,5
1,VVD,39,"Veldman, H.S. (Hayke) (m)",3,3
1,VVD,39,"Veldman, H.S. (Hayke) (m)",4,8
1,VVD,39,"Veldman, H.S. (Hayke) (m)",5,3
1,VVD,39,"Veldman, H.S. (Hayke) (m)",6,513
1,VVD,39,"Veldman, H.S. (Hayke) (m)",7,399
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",1,26
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",2,72
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",3,54
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",4,98
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",5,38
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",6,60
1,VVD,40,"Heerema, R.J. (Rudmer) (m)",7,181
1,VVD,1,"Rutte, M. (Mark) (m)",8,143863
1,VVD,1,"Rutte, M. (Mark) (m)",9,51450
1,VVD,1,"Rutte, M. (Mark) (m)",10,125785
1,VVD,1,"Rutte, M. (Mark) (m)",11,128971
1,VVD,1,"Rutte, M. (Mark) (m)",12,50415
1,VVD,1,"Rutte, M. (Mark) (m)",13,40256
1,VVD,1,"Rutte, M. (Mark) (m)",14,133622
1,VVD,1,"Rutte, M. (Mark) (m)",15,153830
1,VVD,1,"Rutte, M. (Mark) (m)",16,38023
1,VVD,1,"Rutte, M. (Mark) (m)",17,124256
1,VVD,1,"Rutte, M. (Mark) (m)",18,166408
1,VVD,1,"Rutte, M. (Mark) (m)",19,96222
1,VVD,1,"Rutte, M. (Mark) (m)",20,326
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",8,14785
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",9,5429
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",10,13230
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",11,9228
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",12,5363
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",13,3905
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",14,11901
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",15,14304
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",16,2558
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",17,8985
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",18,11695
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",19,8165
1,VVD,2,"Hennis-Plasschaert, J.A. (Jeanine) (v)",20,22
1,VVD,3,"Zijlstra, H. (Halbe) (m)",8,1673
1,VVD,3,"Zijlstra, H. (Halbe) (m)",9,519
1,VVD,3,"Zijlstra, H. (Halbe) (m)",10,1387
1,VVD,3,"Zijlstra, H. (Halbe) (m)",11,1330
1,VVD,3,"Zijlstra, H. (Halbe) (m)",12,708
1,VVD,3,"Zijlstra, H. (Halbe) (m)",13,374
1,VVD,3,"Zijlstra, H. (Halbe) (m)",14,1232
1,VVD,3,"Zijlstra, H. (Halbe) (m)",15,1958
1,VVD,3,"Zijlstra, H. (Halbe) (m)",16,323
1,VVD,3,"Zijlstra, H. (Halbe) (m)",17,917
1,VVD,3,"Zijlstra, H. (Halbe) (m)",18,1337
1,VVD,3,"Zijlstra, H. (Halbe) (m)",19,889
1,VVD,3,"Zijlstra, H. (Halbe) (m)",20,1
1,VVD,4,"van Ark, T. (Tamara) (v)",8,1231
1,VVD,4,"van Ark, T. (Tamara) (v)",9,400
1,VVD,4,"van Ark, T. (Tamara) (v)",10,915
1,VVD,4,"van Ark, T. (Tamara) (v)",11,849
1,VVD,4,"van Ark, T. (Tamara) (v)",12,453
1,VVD,4,"van Ark, T. (Tamara) (v)",13,563
1,VVD,4,"van Ark, T. (Tamara) (v)",14,1091
1,VVD,4,"van Ark, T. (Tamara) (v)",15,2073
1,VVD,4,"van Ark, T. (Tamara) (v)",16,224
1,VVD,4,"van Ark, T. (Tamara) (v)",17,884
1,VVD,4,"van Ark, T. (Tamara) (v)",18,1193
1,VVD,4,"van Ark, T. (Tamara) (v)",19,454
1,VVD,4,"van Ark, T. (Tamara) (v)",20,5
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",8,11801
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",9,5666
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",10,9942
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",11,8036
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",12,4443
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",13,3489
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",14,9456
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",15,11391
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",16,2275
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",17,21536
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",18,19579
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",19,7356
1,VVD,5,"Dijkhoff, K.H.D.M. (Klaas) (m)",20,23
1,VVD,6,"Dekker, S. (Sander) (m)",8,213
1,VVD,6,"Dekker, S. (Sander) (m)",9,136
1,VVD,6,"Dekker, S. (Sander) (m)",10,235
1,VVD,6,"Dekker, S. (Sander) (m)",11,195
1,VVD,6,"Dekker, S. (Sander) (m)",12,290
1,VVD,6,"Dekker, S. (Sander) (m)",13,59
1,VVD,6,"Dekker, S. (Sander) (m)",14,210
1,VVD,6,"Dekker, S. (Sander) (m)",15,343
1,VVD,6,"Dekker, S. (Sander) (m)",16,39
1,VVD,6,"Dekker, S. (Sander) (m)",17,128
1,VVD,6,"Dekker, S. (Sander) (m)",18,174
1,VVD,6,"Dekker, S. (Sander) (m)",19,165
1,VVD,6,"Dekker, S. (Sander) (m)",20,2
1,VVD,7,"Visser, B. (Barbara) (v)",8,756
1,VVD,7,"Visser, B. (Barbara) (v)",9,463
1,VVD,7,"Visser, B. (Barbara) (v)",10,890
1,VVD,7,"Visser, B. (Barbara) (v)",11,2580
1,VVD,7,"Visser, B. (Barbara) (v)",12,232
1,VVD,7,"Visser, B. (Barbara) (v)",13,189
1,VVD,7,"Visser, B. (Barbara) (v)",14,476
1,VVD,7,"Visser, B. (Barbara) (v)",15,621
1,VVD,7,"Visser, B. (Barbara) (v)",16,92
1,VVD,7,"Visser, B. (Barbara) (v)",17,330
1,VVD,7,"Visser, B. (Barbara) (v)",18,529
1,VVD,7,"Visser, B. (Barbara) (v)",19,273
1,VVD,7,"Visser, B. (Barbara) (v)",20,5
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",8,143
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",9,110
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",10,115
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",11,58
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",12,103
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",13,1012
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",14,346
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",15,268
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",16,26
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",17,77
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",18,87
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",19,54
1,VVD,8,"Harbers, M.G.J. (Mark) (m)",20,5
1,VVD,9,"ten Broeke, J.H. (Han) (m)",8,135
1,VVD,9,"ten Broeke, J.H. (Han) (m)",9,150
1,VVD,9,"ten Broeke, J.H. (Han) (m)",10,158
1,VVD,9,"ten Broeke, J.H. (Han) (m)",11,65
1,VVD,9,"ten Broeke, J.H. (Han) (m)",12,178
1,VVD,9,"ten Broeke, J.H. (Han) (m)",13,27
1,VVD,9,"ten Broeke, J.H. (Han) (m)",14,61
1,VVD,9,"ten Broeke, J.H. (Han) (m)",15,154
1,VVD,9,"ten Broeke, J.H. (Han) (m)",16,13
1,VVD,9,"ten Broeke, J.H. (Han) (m)",17,52
1,VVD,9,"ten Broeke, J.H. (Han) (m)",18,75
1,VVD,9,"ten Broeke, J.H. (Han) (m)",19,39
1,VVD,9,"ten Broeke, J.H. (Han) (m)",20,3
1,VVD,10,"Azmani, M. (Malik) (m)",8,173
1,VVD,10,"Azmani, M. (Malik) (m)",9,192
1,VVD,10,"Azmani, M. (Malik) (m)",10,152
1,VVD,10,"Azmani, M. (Malik) (m)",11,80
1,VVD,10,"Azmani, M. (Malik) (m)",12,134
1,VVD,10,"Azmani, M. (Malik) (m)",13,122
1,VVD,10,"Azmani, M. (Malik) (m)",14,93
1,VVD,10,"Azmani, M. (Malik) (m)",15,183
1,VVD,10,"Azmani, M. (Malik) (m)",16,11
1,VVD,10,"Azmani, M. (Malik) (m)",17,70
1,VVD,10,"Azmani, M. (Malik) (m)",18,82
1,VVD,10,"Azmani, M. (Malik) (m)",19,62
1,VVD,10,"Azmani, M. (Malik) (m)",20,0
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",8,904
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",9,112
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",10,117
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",11,91
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",12,58
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",13,50
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",14,99
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",15,168
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",16,11
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",17,58
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",18,106
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",19,68
1,VVD,11,"Wiersma, A.D. (Dennis) (m)",20,0
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",8,310
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",9,64
1,VVD,12,"Lodders, W.J.H. (Helma) (v)",10,177
