partijnummer,partij,volgnummer,naam,kieskring,stemmen
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",8,6
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",9,2
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",10,1
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",11,11
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",12,2
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",13,1
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",14,5
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",15,6
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",16,1
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",17,2
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",18,1
20,Piratenpartij,28,"Hofman, E.D. (Ewoud) (m)",19,2
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",8,3
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",9,0
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",10,1
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",11,0
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",12,1
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",13,0
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",14,4
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",15,1
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",16,0
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",17,2
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",18,1
20,Piratenpartij,29,"Pasterkamp, J.D. (Jelle Dirk) (m)",19,1
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",8,4
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",9,1
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",10,0
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",11,0
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",12,0
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",13,2
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",14,16
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",15,2
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",16,2
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",17,1
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",18,4
20,Piratenpartij,30,"van Vuuren, M. (Martin) (m)",19,2
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",8,1
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",9,1
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",10,3
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",11,1
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",12,0
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",13,0
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",14,4
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",15,1
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",16,0
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",17,3
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",18,2
20,Piratenpartij,31,"Biesma, A.R. (Arne) (m)",19,1
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",8,0
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",9,5
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",10,0
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",11,1
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",12,3
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",13,0
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",14,1
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",15,3
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",16,0
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",17,0
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",18,2
20,Piratenpartij,32,"Gautier, J.T.N. (Teun) (m)",19,0
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",8,12
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",9,16
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",10,6
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",11,10
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",12,4
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",13,4
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",14,4
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",15,10
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",16,2
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",17,3
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",18,6
20,Piratenpartij,33,"van Ravensteijn, L.S. (Loulou) (v)",19,7
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",8,5
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",9,28
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",10,9
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",11,8
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",12,10
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",13,5
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",14,14
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",15,8
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",16,1
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",17,2
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",18,6
20,Piratenpartij,34,"Ziegler, F.C. (Floor) (v)",19,7
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",8,0
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",9,1
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",10,1
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",11,2
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",12,1
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",13,19
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",14,6
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",15,10
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",16,1
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",17,2
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",18,2
20,Piratenpartij,35,"Ventevogel, T.C. (Tommy) (m)",19,1
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",8,1
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",9,5
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",10,4
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",11,1
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",12,29
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",13,6
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",14,18
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",15,6
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",16,1
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",17,2
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",18,5
20,Piratenpartij,36,"Chaudry, K.A. (Khalid Ahmed) (m)",19,2
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",8,17
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",9,24
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",10,18
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",11,22
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",12,10
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",13,16
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",14,26
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",15,19
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",16,12
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",17,28
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",18,31
20,Piratenpartij,37,"Poot, D. (Dirk) (m)",19,18
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",1,253
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",4,241
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",5,2290
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",6,237
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",7,461
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",8,1103
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",9,10495
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",1,4
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",4,6
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",5,14
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",6,20
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",7,3
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",8,37
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",9,100
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",1,2
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",4,4
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",5,3
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",6,2
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",7,3
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",8,10
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",9,24
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",1,1
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",4,0
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",5,4
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",6,0
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",7,3
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",8,2
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",9,31
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",1,1
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",4,1
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",5,2
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",6,0
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",7,1
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",8,2
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",9,24
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",1,0
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",4,0
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",5,4
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",6,1
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",7,1
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",8,2
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",9,32
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",1,0
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",4,2
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",5,24
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",6,3
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",7,1
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",8,4
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",9,246
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",1,2
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",4,5
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",5,2
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",6,3
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",7,4
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",8,11
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",9,48
21,Artikel 1,9,"Basabose, O. (Olave) (m)",1,4
21,Artikel 1,9,"Basabose, O. (Olave) (m)",4,3
21,Artikel 1,9,"Basabose, O. (Olave) (m)",5,2
21,Artikel 1,9,"Basabose, O. (Olave) (m)",6,7
21,Artikel 1,9,"Basabose, O. (Olave) (m)",7,5
21,Artikel 1,9,"Basabose, O. (Olave) (m)",8,13
21,Artikel 1,9,"Basabose, O. (Olave) (m)",9,48
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",1,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",4,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",5,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",6,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",7,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",8,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",9,3
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",1,0
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",4,2
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",5,0
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",6,0
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",7,3
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",8,7
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",9,15
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",1,2
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",4,2
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",5,0
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",6,0
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",7,1
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",8,1
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",9,4
21,Artikel 1,13,"van de Vaate, G. (Gert-Jan) (m)",1,0
21,Artikel 1,13,"van de Vaate, G. (Gert-Jan) (m)",4,0
21,Artikel 1,13,"van de Vaate, G. (Gert-Jan) (m)",5,0
21,Artikel 1,13,"van de Vaate, G. (Gert-Jan) (m)",6,0
21,Artikel 1,13,"van de Vaate, G. (Gert-Jan) (m)",7,0
21,Artikel 1,13,"van de Vaate, G. (Gert-Jan) (m)",8,0
21,Artikel 1,13,"van de Vaate, G. (Gert-Jan) (m)",9,4
21,Artikel 1,14,"Leito, M.T. (Marianella) (v)",1,4
21,Artikel 1,14,"Leito, M.T. (Marianella) (v)",4,2
21,Artikel 1,14,"Leito, M.T. (Marianella) (v)",5,4
21,Artikel 1,14,"Leito, M.T. (Marianella) (v)",6,0
21,Artikel 1,14,"Leito, M.T. (Marianella) (v)",7,3
21,Artikel 1,14,"Leito, M.T. (Marianella) (v)",8,2
21,Artikel 1,14,"Leito, M.T. (Marianella) (v)",9,20
21,Artikel 1,15,"van der Veen, J. (Jasper) (m)",1,0
21,Artikel 1,15,"van der Veen, J. (Jasper) (m)",4,0
21,Artikel 1,15,"van der Veen, J. (Jasper) (m)",5,1
21,Artikel 1,15,"van der Veen, J. (Jasper) (m)",6,1
21,Artikel 1,15,"van der Veen, J. (Jasper) (m)",7,0
21,Artikel 1,15,"van der Veen, J. (Jasper) (m)",8,0
21,Artikel 1,15,"van der Veen, J. (Jasper) (m)",9,2
21,Artikel 1,16,"Bakker, A.M.T. (Annemieke) (v)",1,1
21,Artikel 1,16,"Bakker, A.M.T. (Annemieke) (v)",4,3
21,Artikel 1,16,"Bakker, A.M.T. (Annemieke) (v)",5,0
21,Artikel 1,16,"Bakker, A.M.T. (Annemieke) (v)",6,2
21,Artikel 1,16,"Bakker, A.M.T. (Annemieke) (v)",7,3
21,Artikel 1,16,"Bakker, A.M.T. (Annemieke) (v)",8,1
21,Artikel 1,16,"Bakker, A.M.T. (Annemieke) (v)",9,3
21,Artikel 1,17,"Wertheim, A.R. (Anne-Ruth) (v)",1,0
21,Artikel 1,17,"Wertheim, A.R. (Anne-Ruth) (v)",4,2
21,Artikel 1,17,"Wertheim, A.R. (Anne-Ruth) (v)",5,0
21,Artikel 1,17,"Wertheim, A.R. (Anne-Ruth) (v)",6,2
21,Artikel 1,17,"Wertheim, A.R. (Anne-Ruth) (v)",7,2
21,Artikel 1,17,"Wertheim, A.R. (Anne-Ruth) (v)",8,2
21,Artikel 1,17,"Wertheim, A.R. (Anne-Ruth) (v)",9,7
21,Artikel 1,18,"Helberg, G.O. (Glenn) (m)",1,6
21,Artikel 1,18,"Helberg, G.O. (Glenn) (m)",4,5
21,Artikel 1,18,"Helberg, G.O. (Glenn) (m)",5,18
21,Artikel 1,18,"Helberg, G.O. (Glenn) (m)",6,6
21,Artikel 1,18,"Helberg, G.O. (Glenn) (m)",7,6
21,Artikel 1,18,"Helberg, G.O. (Glenn) (m)",8,26
21,Artikel 1,18,"Helberg, G.O. (Glenn) (m)",9,86
21,Artikel 1,19,"Wekker, G.D. (Gloria) (v)",1,9
21,Artikel 1,19,"Wekker, G.D. (Gloria) (v)",4,4
21,Artikel 1,19,"Wekker, G.D. (Gloria) (v)",5,13
21,Artikel 1,19,"Wekker, G.D. (Gloria) (v)",6,10
21,Artikel 1,19,"Wekker, G.D. (Gloria) (v)",7,11
21,Artikel 1,19,"Wekker, G.D. (Gloria) (v)",8,28
21,Artikel 1,19,"Wekker, G.D. (Gloria) (v)",9,183
21,Artikel 1,20,"Meulenbelt, A.H. (Anja) (v)",1,3
21,Artikel 1,20,"Meulenbelt, A.H. (Anja) (v)",4,1
21,Artikel 1,20,"Meulenbelt, A.H. (Anja) (v)",5,5
21,Artikel 1,20,"Meulenbelt, A.H. (Anja) (v)",6,6
21,Artikel 1,20,"Meulenbelt, A.H. (Anja) (v)",7,4
21,Artikel 1,20,"Meulenbelt, A.H. (Anja) (v)",8,12
21,Artikel 1,20,"Meulenbelt, A.H. (Anja) (v)",9,49
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",10,1247
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",11,1423
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",12,1075
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",13,3983
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",14,1086
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",15,1040
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",16,104
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",17,419
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",18,377
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",19,228
21,Artikel 1,1,"Simons, S.H. (Sylvana) (v)",20,33
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",10,19
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",11,21
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",12,38
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",13,31
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",14,11
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",15,23
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",16,2
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",17,7
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",18,18
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",19,10
21,Artikel 1,2,"Faïd, F. (Fatima) (v)",20,0
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",10,3
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",11,5
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",12,6
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",13,7
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",14,5
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",15,6
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",16,1
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",17,6
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",18,1
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",19,3
21,Artikel 1,3,"Sins, B.E. (Brigitte) (v)",20,0
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",10,4
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",11,0
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",12,2
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",13,0
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",14,4
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",15,3
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",16,0
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",17,2
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",18,0
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",19,1
21,Artikel 1,4,"Akhechaa, A. (Adil) (m)",20,0
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",10,1
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",11,0
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",12,0
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",13,1
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",14,2
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",15,3
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",16,0
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",17,1
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",18,3
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",19,2
21,Artikel 1,5,"van Tricht, J.H. (Jens) (m)",20,0
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",10,9
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",11,3
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",12,1
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",13,10
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",14,2
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",15,2
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",16,1
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",17,1
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",18,0
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",19,1
21,Artikel 1,6,"van der Kooye, M.I.D. (Ian) (m)",20,0
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",10,24
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",11,11
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",12,20
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",13,14
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",14,5
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",15,10
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",16,3
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",17,3
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",18,6
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",19,1
21,Artikel 1,7,"Döll-Osei Ameyaw, P. (Phyllis) (v)",20,1
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",10,4
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",11,4
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",12,6
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",13,12
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",14,10
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",15,6
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",16,0
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",17,4
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",18,8
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",19,0
21,Artikel 1,8,"van Saarloos, S.C. (Simone) (v)",20,0
21,Artikel 1,9,"Basabose, O. (Olave) (m)",10,6
21,Artikel 1,9,"Basabose, O. (Olave) (m)",11,3
21,Artikel 1,9,"Basabose, O. (Olave) (m)",12,15
21,Artikel 1,9,"Basabose, O. (Olave) (m)",13,65
21,Artikel 1,9,"Basabose, O. (Olave) (m)",14,9
21,Artikel 1,9,"Basabose, O. (Olave) (m)",15,16
21,Artikel 1,9,"Basabose, O. (Olave) (m)",16,1
21,Artikel 1,9,"Basabose, O. (Olave) (m)",17,3
21,Artikel 1,9,"Basabose, O. (Olave) (m)",18,10
21,Artikel 1,9,"Basabose, O. (Olave) (m)",19,8
21,Artikel 1,9,"Basabose, O. (Olave) (m)",20,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",10,4
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",11,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",12,2
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",13,1
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",14,1
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",15,5
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",16,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",17,1
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",18,0
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",19,1
21,Artikel 1,10,"Dekker, M. (Martijn) (m)",20,0
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",10,0
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",11,2
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",12,1
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",13,9
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",14,8
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",15,4
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",16,1
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",17,2
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",18,0
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",19,2
21,Artikel 1,11,"Hernández González, J. (Juanita) (v)",20,0
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",10,0
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",11,12
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",12,4
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",13,1
21,Artikel 1,12,"Witte, R.S.B. (Robert) (m)",14,1
